name,location,location_updated,review_title,review_content,date,date_updated,helpful_vote,vote_count,products_used,consumer_tips,overall_rating,service_rating,value_rating,shipping_rating,returns_rating,quality_rating
Rizzy K.,GB 1 review 3 helpful votes,GB,Worst company,Tried to deliver to wrong address left a pick up card at wrong address my neighbour from across road. When I contacted Nike they had no clue contacted Evri they had no clue what had happened or why my parcel was left 5miles away at a shop from my address they told me a investigation would take place with them selves and Nike and I have to pick up my item or start a return. So I started a return with Nike then my neighbour goes and picks up my parcel a few days later thinking it's his having no name or address on card when he saw my name on parcel he was very angry driving so far out the way realising it's not even his parcel there was no name no address on card. Nike and Evri again didn't know what's going on or where the parcel has gone or how somebody could pick it up with out being me. Nike is the worst company I have ever dealt with customer service is really poor no help not a clue how to deal with situation on top very rude asked 5 times for someone to contact me no response every time all I got told where lies about call back from a manager today every time which never happened till this day Evri and Nike as bad as each other both clueless of what was going on or happened it has been over a month never heard anything from Nike still Never buying Nike again for me or my kids,June 27 2023,27/6/2023,Helpful (3),3,Trainers,,1,1,1,0,0,3
Ramon t.,Virginia 1 review 0 helpful votes,Virginia,$#*! Nike!,"I set up an after pay and they took the whole balance, I called they never fixed and it made me short on my rent, so I ended up paying a $200 late fee for Nike mistake, never again",August 6 2022,6/8/2022,Helpful (0),0,Shoes ,don't do it,1,1,1,1,1,1
Christine W.,Washington 1 review 0 helpful votes,Washington,JOHON AT NIKE,I had an issue with my order and spoke with Johon at Nike. He was not of any help and would not give me the name of his supervisor... Very unprofessional customer service.,December 23 2022,23/12/2022,Helpful (0),0,Shoes,Customer service sucks!,1,1,3,3,1,3
John C.,New Zealand 1 review 1 helpful vote,New Zealand,Not ideal,,May 29 2017,29/5/2017,Helpful (1),1,,,1,0,0,0,0,0
Vinh Y.,Canada 1 review 0 helpful votes,Canada,DO NOT ORDER FROM NIKE.COM,"Order 1 pair of shoes and set of socks on Oct 20. Told the delivery window was Oct 23-29. Oct 30 nothing came. Order says still being processed.  Called them Oct 30. They said they didn't know where the order was. I said to cancel. They said OK and would give me a refund in 5 days.  Get email 2 days later saying the order was split into 2 shipments. 1 package they can track. The other they don't know where it is. They don't know which has the shoes and which has the socks. They think 1 package will still be delivered. Don't know when. They won't give me a refund until they get their products back. What the?! I don't know where your packages are. Why should I wait until your packages are found before I get a refund?  NO order status updates NO accountability. Said I would get a refund and say something else later. NO customer service. Seperate \escalation team\"" that deals with refunds. CSR is totally useless.  Your customer should not have to deal with your lost packages before getting a refund.""",November 2 2018,2/11/2018,Helpful (0),0,,,1,0,0,0,0,0
Erin K.,Canada 1 review 0 helpful votes,Canada,Poor quality and customer service,"I bought Nike air max for my 10 year old son. After only 10 days of wear the sides got 2 holes in them. After a month the whole side was almost blown out. I contacted Nike Canada And sent pictures of the shoes and was told by representative it is definitely a manufacturing issue, I asked if I needed to send them in and he said no a warranty pair would be sent in the mail and I would receive in six weeks. After six weeks of not hearing anything I contacted like again only to be told that I must pay to send them back to be assessed warranty. Meanwhile I was waiting six weeks for shoes I was told for coming and my son was wearing sneakers full of holes while I waited. I then spent $40 to send the sneakers back only to hear from Nick today that they are not warranty in the sneakers because it is not manufacturing it's the use of the sneaker. My son wore them for less than a month with the sides blowing out of them. It's ridiculous that they would not be warranted and cannot stand a few weeks on a 10-year-old foot extremely disappointing and frustrating and poor customer service and quality from Nike.",October 8 2022,8/10/2022,Helpful (0),0,Sneakers,,1,0,0,0,0,0
Jason A.,Nigeria 1 review 0 helpful votes,Nigeria,Nike Sneakers are simply top notch,,January 14 2023,14/1/2023,Helpful (0),0,,,5,0,0,0,0,0
Vanessa C.,Florida 1 review 1 helpful vote,Florida,Wrong size,"Shop with you online is a nightmare, always send the wrong size of shoes.this is ridiculous and unbelievable",January 25 2024,25/1/2024,Helpful (1),1,,,1,0,0,0,0,0
Wilbur B.,Virginia 5 reviews 3 helpful votes,Virginia,Good experience,,June 9 2020,9/6/2020,Helpful (1),1,,,4,0,0,0,0,0
Janet T.,New York 106 reviews 432 helpful votes,New York 1,Wouldn't Order Again. Return Shipping is a Bit Misleading,"I wouldn't order again unless I REALLY want something. I'm neutral about this situation because Nike didn't really do anything wrong and their website and process was very easy to handle which is why I gave them 5-star because I didn't want to be biased. However, read the returns instructions carefully. I was under the impression that Nike has a free shipping (minimum order) and free returns policy.  I took a risk (first order on Nike) and bought this $220 jacket that categorized itself as loose fit, so I went with their smallest size on the chart which was XS. I'm normally a size S in everything USA. When this XS jacket turned out too big still, I thought \no problem I'll just return\"". I went through the process and it turns out the return label for guests is just a mailer label. It's not a pre-paid return label which is for members only. I made an account after to see if I could get the pre-paid label but of course it didn't recognize my order even though the account and order was made from the same email.  Now I have to commute 1 hour to a Nike store to return because this jacket is so large and heavy shipping it back would cost at least $30 and I'm responsible for it if it's lost in transit. Unless you want to make an account just for that ONE item at Nike I would say don't bother unless you're ok with paying for returns. God knows what UPS or the post office will charge you.""",December 7 2020,7/12/2020,Helpful (0),0,,,5,0,0,0,0,0
Ava-J W.,Canada 3 reviews 0 helpful votes,Canada,Swoosh,I love Nike Air max 90s so of course I'm going to do this review becausei love to buy new shoes on a regular and customized shoes even more so Nike I love you guys only thing you need to up your game is making it so even when bought online we can do a return in stores,January 31 2022,31/1/2022,Helpful (0),0,Shoes I've ordered clothing sandals,,5,0,4,3,2,5
LIsa J.,Texas 1 review 14 helpful votes,Texas,Zero for Customer Satisfaction,Ordered a pair of Nike Air Force 1's showed available and paid for next day delivery. The next day I got a tracking number for the Fed Ex delivery. After waiting half the day with no delivery I called Fed Ex. Fed Ex states the tracking number was not valid and was not in their system. Fed Ex advised me to contact the sender. Called Nike was told that although the email said shipped the tracking number was no good and they did not have the shoes in stock. A refund after Christmas and a discount to make an online purchase is what I was told was available. He went on to say I was one of many customers calling with the same complaint. I ask for a supervisor but was told he was on another line handling another complaint. He then offered the number to the corporate office which would not open until Monday morning. Worst customer service ever. Nike has my money and I have no merchandise. Money is withdrawn immediately from my account but I have to wait 2-5 days for a refund. Nike was my go to brand but time to move on.,December 22 2019,22/12/2019,Helpful (14),14,,,1,0,0,0,0,0
Aharon A.,Israel 1 review 2 helpful votes,Israel,Great Jordan Max,,June 12 2020,12/6/2020,Helpful (2),2,,,5,0,0,0,0,0
Victor k.,Kenya 1 review 0 helpful votes,Kenya,IS NIKE.COM A FAKE SITE,"No, Nike.com is the official website of the well-known sports brand Nike. It's the legitimate online platform where customers can purchase Nike products directly from the company. However, it's important to be cautious online, as there might be fraudulent websites that mimic the appearance of legitimate sites like Nike.com in an attempt to deceive customers.  To ensure you're on the authentic Nike website, here are a few tips:  Check the URL: Make sure the web address is correct. The official Nike website is www.nike.com.  Look for Security Features: Legitimate websites often have security features like HTTPS in the URL and a padlock symbol in the address bar, indicating a secure connection.  Check Contact Information: Authentic websites usually have clear contact information, including a physical address, customer service phone number, and email address.  Research the Site: Look for reviews or information about the website online. If it's a scam or a fake site, there might be warnings or negative reviews from other users.  Be Wary of Deals Too Good to Be True: If the prices seem unbelievably low or if the website is offering extreme discounts that seem too good to be true, it might be a red flag for a fake site.  If you're uncertain about a website claiming to be Nike or have any suspicions about its authenticity, it's best to refrain from making any purchases and, instead, directly visit the official Nike website or use authorized retailers to ensure a secure shopping experience.",December 10 2023,10/12/2023,Helpful (0),0,,,5,0,0,0,0,0
